Job Name,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted,Min Experience,Max Experience,Experience Category,Search Text,Extracted Skills
Full Time Inbound Sales Specialist - Lahore  Jobs in Pakistan,"ibex, Pakistan",Full Time Jobs,Job for Students,Customer Service Jobs,"Job Description
Answer inbound calls from prospective customers based in the US
Assist customers in acquiring the internet, television, phone, and home security systems separately or in package deals.
Ensure all quality perimeters are met on every ph",Lahore,2020-09-15,0,0,Student,"Full Time Inbound Sales Specialist - Lahore  Jobs in Pakistan Job Description
Answer inbound calls from prospective customers based in the US
Assist customers in acquiring the internet, television, phone, and home security systems separately or in package deals.
Ensure all quality perimeters are met on every ph",['Sales']
Full Time Sr. Business Intelligence Engineer BI Job in Pakistan,"InfoMatrix, Pakistan",Full Time Job,2 Years Job Exp.,Computer Software Job,"Job DescriptionIdeal candidate for this position should have the capabilities of OBIEE upgrade including installation, configuration, report migration, testing, training and warranty of upgrade.Propose OBIEE architecture, design and development best",Islamabad,2020-09-14,2,2,Experienced,"Full Time Sr. Business Intelligence Engineer BI Job in Pakistan Job DescriptionIdeal candidate for this position should have the capabilities of OBIEE upgrade including installation, configuration, report migration, testing, training and warranty of upgrade.Propose OBIEE architecture, design and development best",[]
Online Full Time Wordpress Developer / Full Stack PHP Developer Job in Pakistan,"A&O IT Solutions, Pakistan",Full Time Job,2 Years Job Exp.,IT Job,We are looking to hire a skilled WordPress Developer / Full Stack PHP Developer. You will be responsible for Front- and Backend with developing and customizing Plugins and also if needed Template or design with CSS changes or Bootstrap adding.To ensu,Faisalabad,2020-09-14,2,2,Experienced,Online Full Time Wordpress Developer / Full Stack PHP Developer Job in Pakistan We are looking to hire a skilled WordPress Developer / Full Stack PHP Developer. You will be responsible for Front- and Backend with developing and customizing Plugins and also if needed Template or design with CSS changes or Bootstrap adding.To ensu,"['PHP', 'CSS', 'WordPress', 'Bootstrap']"
Full Time Call Center Agent Jobs in Pakistan,"Oben BPO Soultio, Pakistan",Full Time Jobs,< 1 Year,Customer Service Jobs,"Required Call Center Agent for Center Basis who have experince in DME campaign (U.S.A). Must be fluent in English, can work from 8 p.m to 4 a.m (Dinner break 30 min and tea break of 15 min).",Karachi,2020-09-14,0,1,Entry Level,"Full Time Call Center Agent Jobs in Pakistan Required Call Center Agent for Center Basis who have experince in DME campaign (U.S.A). Must be fluent in English, can work from 8 p.m to 4 a.m (Dinner break 30 min and tea break of 15 min).",[]
Full Time Lead Manager /  Call Center Representative Jobs in Pakistan,"Tech-Strings, Pakistan",Full Time Jobs,< 1 Year,Customer Service Jobs,"We are looking for a motivated self-starter to join our growing real estate investment business as a Lead Generator. The ideal candidate will be highly motivated, energetic, superb social skills, and reliable. You will be responsible for calling pros",Lahore,2020-09-14,0,1,Entry Level,"Full Time Lead Manager /  Call Center Representative Jobs in Pakistan We are looking for a motivated self-starter to join our growing real estate investment business as a Lead Generator. The ideal candidate will be highly motivated, energetic, superb social skills, and reliable. You will be responsible for calling pros",[]
Full Time Senior Android Developer Job in Pakistan,"The a Web, Pakistan",Full Time Job,2 Years Job Exp.,Computer Software Job,"We are hiring a &quot;SENIOR ANDROID DEVELOPER&quot;. The hired candidate will be our Android Development departmen&#39;s team leader. He/She must possess extra ordinary skills in Android app development.
&quot;MUST HAVE DEEP KNOWLEDGE ABOUT NEW MOBI",Islamabad,2020-09-14,2,2,Experienced,"Full Time Senior Android Developer Job in Pakistan We are hiring a &quot;SENIOR ANDROID DEVELOPER&quot;. The hired candidate will be our Android Development departmen&#39;s team leader. He/She must possess extra ordinary skills in Android app development.
&quot;MUST HAVE DEEP KNOWLEDGE ABOUT NEW MOBI",[]
Full Time Call Center Representative  Jobs in Pakistan,"RSF Soft, Pakistan",Full Time Jobs,< 1 Year,Customer Service Jobs,RSF SOFT (Outbound Call Center) We are looking for Call Center Representative that will be the liaison between our company and its current and potential customers for USA SEO campaign. Fresher and Students with English language and excellent communic,Lahore,2020-09-14,0,1,Entry Level,Full Time Call Center Representative  Jobs in Pakistan RSF SOFT (Outbound Call Center) We are looking for Call Center Representative that will be the liaison between our company and its current and potential customers for USA SEO campaign. Fresher and Students with English language and excellent communic,['SEO']
Full Time Telemarketing Executive Jobs in Pakistan,"AZCA Estate & Builders, Pakistan",Full Time Jobs,Job for Fresh Graduates,Marketing Jobs,AZCA Estate &amp; Builders is looking for Candidate against the vacancy of Telemarketing Executive. Candidate has to deal with following resposibilities.1) Handling Phone calls to and from Customers2) Generate Leads through marketing means like Cold,Islamabad,2020-09-14,0,0,Fresh Graduate,Full Time Telemarketing Executive Jobs in Pakistan AZCA Estate &amp; Builders is looking for Candidate against the vacancy of Telemarketing Executive. Candidate has to deal with following resposibilities.1) Handling Phone calls to and from Customers2) Generate Leads through marketing means like Cold,['Marketing']
Full Time Sr. HR Executive Job in Pakistan,"Texo Poly Industries, Pakistan",Full Time Job,4 Years Job Exp.,HR & Recruiting Job,Establishes recruiting requirements by studying organization plans and objectivesDetermines applicant requirements by studying job description and job qualifications.Determines applicant qualifications by interviewing applicants; analyzing responses;,Lahore,2020-09-14,4,4,Experienced,Full Time Sr. HR Executive Job in Pakistan Establishes recruiting requirements by studying organization plans and objectivesDetermines applicant requirements by studying job description and job qualifications.Determines applicant qualifications by interviewing applicants; analyzing responses;,['HR']
Full Time Imports Executive Job in Pakistan,"Texo Poly Industries, Pakistan",Full Time Job,4 Years Job Exp.,Supply Chain Job,Maintaining and updating LC tracking systemLiaison with clearance department for all kind of clearance documentation with the consultation of in charge importsPreparation of LCs/related correspondence with the bankTimely updating and managing LC file,Lahore,2020-09-14,4,4,Experienced,Full Time Imports Executive Job in Pakistan Maintaining and updating LC tracking systemLiaison with clearance department for all kind of clearance documentation with the consultation of in charge importsPreparation of LCs/related correspondence with the bankTimely updating and managing LC file,[]
Full Time Animator 2D Job in Pakistan,"Abacus Multimedia, Pakistan",Full Time Job,2 Years Job Exp.,IT Job,"Abacus Multimedia is looking for a highly talented 2D Animator to produce advertising agency quality video and phone app animations.Initial job is 3 days a week and may expand to full time. Must have own laptop and software.Pay is Rs 25,000 per month",Islamabad,2020-09-14,2,2,Experienced,"Full Time Animator 2D Job in Pakistan Abacus Multimedia is looking for a highly talented 2D Animator to produce advertising agency quality video and phone app animations.Initial job is 3 days a week and may expand to full time. Must have own laptop and software.Pay is Rs 25,000 per month",[]
Full Time CSR - DME Jobs in Pakistan,"Nexel Services LLC, Pakistan",Full Time Jobs,< 1 Year,Customer Service Jobs,We are looking for experienced telemarketing sales agents for DME (Durable Medical Equipment) campaign. Applicants are required to have a sale &amp; selling experience along with excellent communication skills. We are looking forward to meet you. Goo,Islamabad,2020-09-14,0,1,Entry Level,Full Time CSR - DME Jobs in Pakistan We are looking for experienced telemarketing sales agents for DME (Durable Medical Equipment) campaign. Applicants are required to have a sale &amp; selling experience along with excellent communication skills. We are looking forward to meet you. Goo,"['Communication', 'Sales']"
Full Time APP Developer Job in Pakistan,"Chrome Brains, Pakistan",Full Time Job,2 Years Job Exp.,Computer Software Job,We are looking for a senior mobile application developer to work on both the IOS and Android platforms. Interested candidate can send their cvs ASAP. Selectd candidate may need to work in new and existing apps.,Lahore,2020-09-14,2,2,Experienced,Full Time APP Developer Job in Pakistan We are looking for a senior mobile application developer to work on both the IOS and Android platforms. Interested candidate can send their cvs ASAP. Selectd candidate may need to work in new and existing apps.,[]
Full Time PHP / Laravel/Code Initiator Developers  Job in Pakistan,"SolutionicA, Pakistan",Full Time Job,3 Years Job Exp.,Web & E-commerce Job,"We are looking for PHP / Laravel/Code Initiator developers with a strong understanding of the PHP programming language. The candidates should possess the ability to learn and grow within the team.
The candidates must also have the ability to develop,",Abbottabad,2020-09-14,3,3,Experienced,"Full Time PHP / Laravel/Code Initiator Developers  Job in Pakistan We are looking for PHP / Laravel/Code Initiator developers with a strong understanding of the PHP programming language. The candidates should possess the ability to learn and grow within the team.
The candidates must also have the ability to develop,","['PHP', 'Laravel']"
Full Time Lead Graphic & Creative Manager Job in Pakistan,"Pinobal Digital Media & Pr Pvt Ltd, Pakistan",Full Time Job,2 Years Job Exp.,IT Job,"We are looking for Graphic Designers to work at our Islamabad Office.
Vacant Positions: 1
Required Experience: 2 yearsRequired Skills:
1) Adobe Illustrator
2) Adobe Photoshop
3) Corel Draw
4) Strong sense of logos and brandingIn addition to design sk",Islamabad,2020-09-14,2,2,Experienced,"Full Time Lead Graphic & Creative Manager Job in Pakistan We are looking for Graphic Designers to work at our Islamabad Office.
Vacant Positions: 1
Required Experience: 2 yearsRequired Skills:
1) Adobe Illustrator
2) Adobe Photoshop
3) Corel Draw
4) Strong sense of logos and brandingIn addition to design sk","['Adobe Photoshop', 'Illustrator']"
Full Time Email/Chat Support Specialist - Retail Industry Jobs in Pakistan,"ibex, Pakistan",Full Time Jobs,Job for Students,Customer Service Jobs,"Location : KarachiJob Overview:
Email/Chat Support Specialist will be responsible to act as a liaison between the largest U.S. based retail giant and its customers through live chat or email. The Specialist will be obliged to maintain the company&rsq",Karachi,2020-09-14,0,0,Student,"Full Time Email/Chat Support Specialist - Retail Industry Jobs in Pakistan Location : KarachiJob Overview:
Email/Chat Support Specialist will be responsible to act as a liaison between the largest U.S. based retail giant and its customers through live chat or email. The Specialist will be obliged to maintain the company&rsq",[]
Full Time PHP Developer Job in Pakistan,"Sibqo, Pakistan",Full Time Job,< 1 Year,Web & E-commerce Job,"Develop, record and maintain cutting edge web-based PHP applications on portal plus premium service platformsBuild innovative, state-of-the-art applications and collaborate with the User Experience (UX) teamEnsure HTML, CSS, and shared JavaScript is",Islamabad,2020-09-14,0,1,Entry Level,"Full Time PHP Developer Job in Pakistan Develop, record and maintain cutting edge web-based PHP applications on portal plus premium service platformsBuild innovative, state-of-the-art applications and collaborate with the User Experience (UX) teamEnsure HTML, CSS, and shared JavaScript is","['JavaScript', 'PHP', 'HTML', 'CSS']"
Full Time Senior Laravel Developer Job in Pakistan,"Tech Nation, Pakistan",Full Time Job,< 1 Year,IT Job,"PHP/ Laravel works with team members to troubleshoot and improve back-end applications and processes.PHP/Laravel candidate should have an understanding of programming languages and tools to analyze codes and industry developments, formulate more effi",Islamabad,2020-09-13,0,1,Entry Level,"Full Time Senior Laravel Developer Job in Pakistan PHP/ Laravel works with team members to troubleshoot and improve back-end applications and processes.PHP/Laravel candidate should have an understanding of programming languages and tools to analyze codes and industry developments, formulate more effi","['PHP', 'Laravel']"
Full Time Sales Executive  Jobs in Pakistan,"Live Chat World Wide, Pakistan",Full Time Jobs,Job for Fresh Graduates,Customer Service Jobs,"We are looking for applicants who are ready and willing to work in an environment that enhances your skills and talents.Our work entails working with foreign companies situated in both the US and UK delivering customer support, Our targets are satisf",Lahore,2020-09-13,0,0,Fresh Graduate,"Full Time Sales Executive  Jobs in Pakistan We are looking for applicants who are ready and willing to work in an environment that enhances your skills and talents.Our work entails working with foreign companies situated in both the US and UK delivering customer support, Our targets are satisf","['Sales', 'Customer Support']"
Online Full Time Senior Customer Sale Representative Job in Pakistan,"IT Resourcers, Pakistan",Full Time Job,< 1 Year,Marketing Job,"We are hiring a female for our IT Resources compnay, to deal the customer on daily basis via call/whats app/ emailOffice timing is 11am to 6/7 pm.Sallary is 10k + commision (3k per client)",Islamabad,2020-09-13,0,1,Entry Level,"Online Full Time Senior Customer Sale Representative Job in Pakistan We are hiring a female for our IT Resources compnay, to deal the customer on daily basis via call/whats app/ emailOffice timing is 11am to 6/7 pm.Sallary is 10k + commision (3k per client)",[]
Full Time Graphic Designer Job in Pakistan,"Startup, Pakistan",Full Time Job,3 Years Job Exp.,Real Estate Job,"Needs to provide create work for company branding, and all other designs, including work for website, social media platforms, advertisements and any internal designing work required.",Karachi,2020-09-13,3,3,Experienced,"Full Time Graphic Designer Job in Pakistan Needs to provide create work for company branding, and all other designs, including work for website, social media platforms, advertisements and any internal designing work required.",[]
Full Time Sales Executive Jobs in Pakistan,"Yopals Pvt. Ltd. , Pakistan",Full Time Jobs,1 Year Job Exp.,Marketing Jobs,Job DescriptionYopals (Pvt) Ltd. is looking for Sales Executives to promote the company to businesses across Lahore. Key Responsibilities:&bull; Perform Business development activities&bull; Visit businesses across Lahore on a daily basis and promote,Lahore,2020-09-13,1,1,Experienced,Full Time Sales Executive Jobs in Pakistan Job DescriptionYopals (Pvt) Ltd. is looking for Sales Executives to promote the company to businesses across Lahore. Key Responsibilities:&bull; Perform Business development activities&bull; Visit businesses across Lahore on a daily basis and promote,"['Sales', 'Business Development']"
Full Time Immigration Consultant Jobs in Pakistan,"Elite Immigration Consultants, Pakistan",Full Time Jobs,3 Years Job Exp.,Consulting Jobs,"Keeping up-to-date with alterations to immigration laws.Meeting with prospective and extant clients to gauge which services they require.Providing clients with all pertinent documentation.Assisting clients with the completion of paperwork, and ensuri",Islamabad,2020-09-13,3,3,Experienced,"Full Time Immigration Consultant Jobs in Pakistan Keeping up-to-date with alterations to immigration laws.Meeting with prospective and extant clients to gauge which services they require.Providing clients with all pertinent documentation.Assisting clients with the completion of paperwork, and ensuri",[]
Full Time Sales Officer Job in Pakistan,"Shah Enterprise, Pakistan",Full Time Job,Job for Fresh Graduates,Sales Job,"Develop business by identifying exceptional prospectsIdentifies business opportunities by identifying prospects and assessing their position in industrySells product by establishing contact and developing relationship with prospectsResearch, promote,",Mirpur Khas,2020-09-13,0,0,Fresh Graduate,"Full Time Sales Officer Job in Pakistan Develop business by identifying exceptional prospectsIdentifies business opportunities by identifying prospects and assessing their position in industrySells product by establishing contact and developing relationship with prospectsResearch, promote,",['Sales']
Online Full Time Junior Android Developer Job in Pakistan,"Codevilaa, Pakistan",Full Time Job,Job for Fresh Graduates,IT Job,"We are looking to hire a junior android developer, candidate should have basic knowledge of Android UI design principles, SDK, Rest APis, familiarity with cloud message APIs and push notifications.Third-Party API integration would be a huge Plus or A",Lahore,2020-09-13,0,0,Fresh Graduate,"Online Full Time Junior Android Developer Job in Pakistan We are looking to hire a junior android developer, candidate should have basic knowledge of Android UI design principles, SDK, Rest APis, familiarity with cloud message APIs and push notifications.Third-Party API integration would be a huge Plus or A",['API']
Full Time HR Person Job in Pakistan,"Eurotile & Granite, Pakistan",Full Time Job,1 Year Job Exp.,HR & Recruiting Job,We are looking to hire HR PERSON for our office based in Karachi.Interested candidates with relevant skill set are welcome to apply now.,Karachi,2020-09-13,1,1,Experienced,Full Time HR Person Job in Pakistan We are looking to hire HR PERSON for our office based in Karachi.Interested candidates with relevant skill set are welcome to apply now.,['HR']
Full Time Peon Job in Pakistan,"Eurotile & Granite, Pakistan",Full Time Job,1 Year Job Exp.,Admin Job,We are looking to hire Peon for our office based in Karachi.Interested candidates with relevant skill set are welcome to apply now.,Karachi,2020-09-13,1,1,Experienced,Full Time Peon Job in Pakistan We are looking to hire Peon for our office based in Karachi.Interested candidates with relevant skill set are welcome to apply now.,[]
Full Time Sales Girl / Sales Man Jobs in Pakistan,"Eurotile & Granite, Pakistan",Full Time Jobs,1 Year Job Exp.,Sales Jobs,We are looking to hire Sales Girl / Sales Man for our office based in Karachi.Interested candidates with relevant skill set are welcome to apply now.,Karachi,2020-09-13,1,1,Experienced,Full Time Sales Girl / Sales Man Jobs in Pakistan We are looking to hire Sales Girl / Sales Man for our office based in Karachi.Interested candidates with relevant skill set are welcome to apply now.,['Sales']
Full Time Computer Data Entry Person Jobs in Pakistan,"Eurotile & Granite, Pakistan",Full Time Jobs,1 Year Job Exp.,Admin Jobs,We are looking to hire COMPUTER DATA ENTRY PERSON for our office based in Karachi.Interested candidates with relevant skill set are welcome to apply now.,Karachi,2020-09-13,1,1,Experienced,Full Time Computer Data Entry Person Jobs in Pakistan We are looking to hire COMPUTER DATA ENTRY PERSON for our office based in Karachi.Interested candidates with relevant skill set are welcome to apply now.,[]
Full Time Electrical Engineer Job in Pakistan,"Abu Bakar Engineering, Pakistan",Full Time Job,< 1 Year,Engineering Job,"Job Responsibilities:- Provide Support to Sales &amp; Marketing Manager- Electrical Solution Provider with Support- Able to Maintain Data and Records- Multi-Tasking as Random Task will be Assigned- Good at MS-Office (Excel, Work, PPT etc.)- Have know",Karachi,2020-09-13,0,1,Entry Level,"Full Time Electrical Engineer Job in Pakistan Job Responsibilities:- Provide Support to Sales &amp; Marketing Manager- Electrical Solution Provider with Support- Able to Maintain Data and Records- Multi-Tasking as Random Task will be Assigned- Good at MS-Office (Excel, Work, PPT etc.)- Have know","['Excel', 'Marketing', 'Sales']"
Full Time Site Supervisor Job in Pakistan,"Unicorn Solutions Private Limited, Pakistan",Full Time Job,2 Years Job Exp.,Construction Job,"Site Supervisor required for Office renovation, Home renovation, small civil construction work, buildingfinishing works",Karachi,2020-09-13,2,2,Experienced,"Full Time Site Supervisor Job in Pakistan Site Supervisor required for Office renovation, Home renovation, small civil construction work, buildingfinishing works",[]
Full Time Social Media Marketing Expert  Jobs in Pakistan,"Zareen Jewellery , Pakistan",Full Time Jobs,1 Year Job Exp.,Marketing Jobs,Urgent requirment of social media marketing expertOffice based job.Location : Faisalabad.,Faisalabad,2020-09-13,1,1,Experienced,Full Time Social Media Marketing Expert  Jobs in Pakistan Urgent requirment of social media marketing expertOffice based job.Location : Faisalabad.,['Marketing']
Full Time SEO / Link Builder Jobs in Pakistan,"Boxes Xpert Hub, Pakistan",Full Time Jobs,1 Year Job Exp.,IT Jobs,"We are looking for a Highly Skilled and experienced SEO Specialist for SEO Projects.Candidate must have strong knowledge &amp; experience for data-driven SEO, On-page SEO, Google Analytics, Google Search Console, Latest Link Building Techniques, and",Lahore,2020-09-13,1,1,Experienced,"Full Time SEO / Link Builder Jobs in Pakistan We are looking for a Highly Skilled and experienced SEO Specialist for SEO Projects.Candidate must have strong knowledge &amp; experience for data-driven SEO, On-page SEO, Google Analytics, Google Search Console, Latest Link Building Techniques, and",['SEO']
Full Time Customer Service Representatives Jobs in Pakistan,"Keystone Communications, Pakistan",Full Time Jobs,< 1 Year,Customer Service Jobs,Male &amp; Female CSR (Only experienced)Required for Leading Telecom CompanyYou can earn upto 1 lac per monthBasic Salary: 20000Must have 8 months to 1 year experienceCandidates must have good English communication skills,Islamabad,2020-09-12,0,1,Entry Level,Full Time Customer Service Representatives Jobs in Pakistan Male &amp; Female CSR (Only experienced)Required for Leading Telecom CompanyYou can earn upto 1 lac per monthBasic Salary: 20000Must have 8 months to 1 year experienceCandidates must have good English communication skills,"['Communication', 'Customer Service']"
Full Time Academic Coordinator Job in Pakistan,"Eye on Ivy, Pakistan",Full Time Job,< 1 Year,Education Job,Academic Coordinator!Reports to the CEO and works in conjunction with broader team on assigned tasks. The Academic Coordinator will be responsible for managing an assigned caseload of students who are applying to different International competitions,Lahore,2020-09-12,0,1,Entry Level,Full Time Academic Coordinator Job in Pakistan Academic Coordinator!Reports to the CEO and works in conjunction with broader team on assigned tasks. The Academic Coordinator will be responsible for managing an assigned caseload of students who are applying to different International competitions,[]
Full Time News Reporters Internship Jobs in Pakistan,"Public TV News, Pakistan",Full Time Jobs,< 1 Year,Media Jobs,"Applications are now open for Volunteer Reporter for public tv newsThere&rsquo;s something special about public tv news. Launch your career with public tv news. There&rsquo;s a sense of pride that comes from delivering fact-based, in-depth news that",Islamabad,2020-09-12,0,1,Entry Level,"Full Time News Reporters Internship Jobs in Pakistan Applications are now open for Volunteer Reporter for public tv newsThere&rsquo;s something special about public tv news. Launch your career with public tv news. There&rsquo;s a sense of pride that comes from delivering fact-based, in-depth news that",[]
Full Time Video Editor / Cameraman Jobs in Pakistan,"Public TV News, Pakistan",Full Time Jobs,< 1 Year,Media Jobs,"We are looking for an experienced and creative Video Editor to join our team!As a Video Editor plus cameraman at our company, you will be responsible for editing, and producing photos and videos for internal and external purposes.As video has become",Islamabad,2020-09-12,0,1,Entry Level,"Full Time Video Editor / Cameraman Jobs in Pakistan We are looking for an experienced and creative Video Editor to join our team!As a Video Editor plus cameraman at our company, you will be responsible for editing, and producing photos and videos for internal and external purposes.As video has become",[]
Online Full Time Opencart / PHP/ LARAVEL Developer Jobs in Pakistan,"SM Services, Pakistan",Full Time Jobs,2 Years Job Exp.,Web & E-commerce Jobs,"Job DetailsWe are looking for Opencart PHP Laravel Developers. Your primary focus will be the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from",Lahore,2020-09-12,2,2,Experienced,"Online Full Time Opencart / PHP/ LARAVEL Developer Jobs in Pakistan Job DetailsWe are looking for Opencart PHP Laravel Developers. Your primary focus will be the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from","['PHP', 'Laravel']"
Online Full Time Business Development Officer / Manager Sales  Job in Pakistan,"New Age Services, Pakistan",Full Time Job,2 Years Job Exp.,Construction Job,We are looking for a highly motivated Business Development Officer / Manager-Sales to join our team. Apply nowNote: who are already working can also join us as part-time on a commission basis to increase their income.,Karachi,2020-09-12,2,2,Experienced,Online Full Time Business Development Officer / Manager Sales  Job in Pakistan We are looking for a highly motivated Business Development Officer / Manager-Sales to join our team. Apply nowNote: who are already working can also join us as part-time on a commission basis to increase their income.,"['Sales', 'Business Development']"
Full Time Assistant Manager Quality Control Job in Pakistan,"Platinum Pharmaceuticals, Pakistan",Full Time Job,7 Years Job Exp.,Healthcare Job,Platinum Pharmaceuticals is currently hiring:Position: Assistant ManagerDepartment: Quality ControlQualification: Pharm-D/ M.Sc. (Chemistry)Experience Level: Minimum 7 to 8 years of relevent experience with SAP (QM) and strong HPLC skills.Salary Rang,Karachi,2020-09-12,7,7,Experienced,Full Time Assistant Manager Quality Control Job in Pakistan Platinum Pharmaceuticals is currently hiring:Position: Assistant ManagerDepartment: Quality ControlQualification: Pharm-D/ M.Sc. (Chemistry)Experience Level: Minimum 7 to 8 years of relevent experience with SAP (QM) and strong HPLC skills.Salary Rang,[]
Full Time Order Booker Jobs in Pakistan,"Syeda Products, Pakistan",Full Time Jobs,2 Years Job Exp.,Sales Jobs,A food company requires order Booker with handsome salary plus commission packageInterested candidates send their CV now,Karachi,2020-09-12,2,2,Experienced,Full Time Order Booker Jobs in Pakistan A food company requires order Booker with handsome salary plus commission packageInterested candidates send their CV now,[]
Full Time SEO Executive Jobs in Pakistan,"Zoom Digital Dubai, Pakistan",Full Time Jobs,3 Years Job Exp.,IT Jobs,"Looking for an SEO Expert with 2 to 3 years of experience with good English skills. Must be well versed with technical seo, onpage seo and off page seo.Responsibilities:Keyword researchWebsite auditCompetitor AnalysisOn Site OptimizationContent Marke",Lahore,2020-09-12,3,3,Experienced,"Full Time SEO Executive Jobs in Pakistan Looking for an SEO Expert with 2 to 3 years of experience with good English skills. Must be well versed with technical seo, onpage seo and off page seo.Responsibilities:Keyword researchWebsite auditCompetitor AnalysisOn Site OptimizationContent Marke",['SEO']
Full Time System Engineer Job in Pakistan,"Bradhub IT Solutions (Private) Limited, Pakistan",Full Time Job,2 Years Job Exp.,Admin Job,Minimum QualificationsBachelor&rsquo;s degree in a field related to computer science or information technology or equivalent experiencePreferred Qualifications2 years of experience in workstation or server administration1 year of experience in system,Lahore,2020-09-12,2,2,Experienced,Full Time System Engineer Job in Pakistan Minimum QualificationsBachelor&rsquo;s degree in a field related to computer science or information technology or equivalent experiencePreferred Qualifications2 years of experience in workstation or server administration1 year of experience in system,[]
Full Time Teaching Faculty Jobs in Pakistan,"Cadet College Jhang, Pakistan",Full Time Jobs,2 Years Job Exp.,Education Jobs,FEMALE RESIDENTIAL TEACHING FACULTY FOR FSC LEVELCHEMISTRYENGLISHISLAMIATPAK STUDIESMATHEMATICS,Jhang,2020-09-12,2,2,Experienced,Full Time Teaching Faculty Jobs in Pakistan FEMALE RESIDENTIAL TEACHING FACULTY FOR FSC LEVELCHEMISTRYENGLISHISLAMIATPAK STUDIESMATHEMATICS,[]
Full Time Senior Core PHP & Wordpress Developers  Jobs in Pakistan,"Oxygen Soft, Pakistan",Full Time Jobs,< 1 Year,IT Jobs,"Oxygen Soft. is looking for CorePHP &amp; WordPress Developers with excellent English communication skills and a proven track record in PHP-WordPress development.We value energetic, motivated and highly creative minds.If you fulfill the above mention",Lahore,2020-09-12,0,1,Entry Level,"Full Time Senior Core PHP & Wordpress Developers  Jobs in Pakistan Oxygen Soft. is looking for CorePHP &amp; WordPress Developers with excellent English communication skills and a proven track record in PHP-WordPress development.We value energetic, motivated and highly creative minds.If you fulfill the above mention","['PHP', 'WordPress', 'Communication']"
Full Time Patient Services Executive Jobs in Pakistan,"edSavvy Solutions, Pakistan",Full Time Jobs,1 Year Job Exp.,Healthcare Jobs,"Interact with patients to schedule their appointments.
Provide support regarding patient&#39;s prescriptions, reports and services.
Convince previous patients to schedule appointments for follow up visits.
Guide patients about the services we provide",Lahore,2020-09-12,1,1,Experienced,"Full Time Patient Services Executive Jobs in Pakistan Interact with patients to schedule their appointments.
Provide support regarding patient&#39;s prescriptions, reports and services.
Convince previous patients to schedule appointments for follow up visits.
Guide patients about the services we provide",[]
Full Time Node JS Developer Job in Pakistan,"PayPlus, Pakistan",Full Time Job,3 Years Job Exp.,Banking Job,2 years plus experienceAPI integration skills are mandatoryPHP Codeignitor skills are mustJason skills are also requiredSQL MYSQLNetwork level knowledge will be a plus,Islamabad,2020-09-11,3,3,Experienced,Full Time Node JS Developer Job in Pakistan 2 years plus experienceAPI integration skills are mandatoryPHP Codeignitor skills are mustJason skills are also requiredSQL MYSQLNetwork level knowledge will be a plus,[]
Full Time Telesales Representative Jobs in Pakistan,"Dynamic Solutions, Pakistan",Full Time Jobs,< 1 Year,Customer Service Jobs,Dealing with the customers on inbound and outbound sales calls for international campaign.,Lahore,2020-09-11,0,1,Entry Level,Full Time Telesales Representative Jobs in Pakistan Dealing with the customers on inbound and outbound sales calls for international campaign.,['Sales']
Full Time React Native Developer Jobs in Pakistan,"NubroTech, Pakistan",Full Time Jobs,1 Year Job Exp.,IT Jobs,"NubroTech is looking for 1-2 Years Experienced Fullstack Javascript &amp; React Native Engineer interested in building web apps, backend as well as mobile apps on both the iOS and Android platforms.ResponsibilitiesArchitect, build and maintain excell",Lahore,2020-09-11,1,1,Experienced,"Full Time React Native Developer Jobs in Pakistan NubroTech is looking for 1-2 Years Experienced Fullstack Javascript &amp; React Native Engineer interested in building web apps, backend as well as mobile apps on both the iOS and Android platforms.ResponsibilitiesArchitect, build and maintain excell","['JavaScript', 'React']"
Full Time Video Creator For Youtube Channels Job in Pakistan,"Smart Logics, Pakistan",Full Time Job,< 1 Year,Electronics Job,"Operate computer editing systems and equipment used for video media and effects.Edit the videos and imagesImprove video and sound quality using various video software especially Adobe PremierEdit video to include preselected music, interviews, sound",Lahore,2020-09-11,0,1,Entry Level,"Full Time Video Creator For Youtube Channels Job in Pakistan Operate computer editing systems and equipment used for video media and effects.Edit the videos and imagesImprove video and sound quality using various video software especially Adobe PremierEdit video to include preselected music, interviews, sound",[]
Full Time Business Development Manager - Mobile Apps / Web Development Jobs in Pakistan,"Creative Dots, Pakistan",Full Time Jobs,2 Years Job Exp.,Marketing Jobs,"Must have 2-3 years of experience in Web Development &amp; Mobile Apps project, digital marketing projects acquisition &amp; closing.Sound technical knowledge of advanced Web/Mobile/digital marketing technologies trending today.Explore &amp; target n",Lahore,2020-09-11,2,2,Experienced,"Full Time Business Development Manager - Mobile Apps / Web Development Jobs in Pakistan Must have 2-3 years of experience in Web Development &amp; Mobile Apps project, digital marketing projects acquisition &amp; closing.Sound technical knowledge of advanced Web/Mobile/digital marketing technologies trending today.Explore &amp; target n","['Marketing', 'Digital Marketing', 'Business Development']"
